Pair,Subject,Condition(individual-pre/hidden/visible/individual-post),Block,Trial,StimulusType,TargetSize(small/large),TargetPosition(center/margin),ObstaclePresence(absent/present),Error(yes/no),TT,AUC,Asynchrony
14,27,2,1,13,211,2,1,1,0,1.164,137.17,0.3608
14,27,2,1,14,111,1,1,1,0,0.96375,161.51,0.020104
14,27,2,1,15,121,1,2,1,0,0.75304,145.84,0.1106
14,27,2,1,16,220,2,2,0,0,0.75278,67.648,0.099795
14,27,2,2,1,220,2,2,0,0,0.9637,12.334,0.22067
14,27,2,2,2,110,1,1,0,0,0.81333,26.674,0.15075
14,27,2,2,3,120,1,2,0,0,0.73304,17.19,0.24119
14,27,2,2,4,110,1,1,0,0,0.703,7.7841,0.22121
14,27,2,2,5,111,1,1,1,0,0.89328,109.43,0.080237
14,27,2,2,6,211,2,1,1,0,0.92382,132.3,0.070483
14,27,2,2,7,210,2,1,0,0,0.7327,9.1289,0.29069
14,27,2,2,8,221,2,2,1,0,0.92345,130.32,0.27098
14,27,2,2,9,121,1,2,1,0,0.76285,136.74,0.14044
14,27,2,2,10,210,2,1,0,0,0.71273,38.888,0.13039
14,27,2,2,11,221,2,2,1,0,0.97347,126.68,0.25059
14,27,2,2,12,211,2,1,1,0,0.88345,200.47,0.080228
14,27,2,2,13,111,1,1,1,0,0.82345,118.32,0.11069
14,27,2,2,14,121,1,2,1,0,0.82337,129.36,0.2711
14,27,2,2,15,220,2,2,0,0,0.71544,15.582,0.25364
14,27,2,2,16,120,1,2,0,0,0.71952,22.005,0.18559
14,27,2,3,1,220,2,2,0,0,1.0161,62.774,0.27682
14,27,2,3,2,121,1,2,1,0,0.79864,127.53,0.16052
14,27,2,3,3,210,2,1,0,0,0.67001,28.584,0.1092
14,27,2,3,4,211,2,1,1,0,1.1172,102.03,0.47193
14,27,2,3,5,211,2,1,1,0,1.0266,159.85,0.31259
14,27,2,3,6,110,1,1,0,0,0.58615,17.37,0.06776
14,27,2,3,7,120,1,2,0,0,0.66262,4.1615,0.25115
14,27,2,3,8,221,2,2,1,0,0.66253,166.81,0.0097885
14,27,2,3,9,220,2,2,0,0,0.71267,35.023,0.27076
14,27,2,3,10,210,2,1,0,0,0.76519,29.196,0.2333
14,27,2,3,11,121,1,2,1,0,0.73298,114.86,0.20105
14,27,2,3,12,120,1,2,0,0,0.53224,14.601,0.030348
14,27,2,3,13,111,1,1,1,0,0.71308,108.17,0.090962
14,27,2,3,14,111,1,1,1,0,0.68282,110.84,0.070547
14,27,2,3,15,110,1,1,0,0,0.55267,10.102,0.10094
14,27,2,3,16,221,2,2,1,0,0.75314,113.64,0.18069
14,27,2,4,1,220,2,2,0,0,0.7136,62.517,0.081381
14,27,2,4,2,111,1,1,1,0,0.91339,136.25,0.019869
14,27,2,4,3,221,2,2,1,0,0.74289,104.14,0.17025
14,27,2,4,4,120,1,2,0,0,0.7026,31.571,0.23092
14,27,2,4,5,110,1,1,0,0,0.52199,11.911,0.0097392
14,27,2,4,6,111,1,1,1,0,0.6426,139.87,0.16026
14,27,2,4,7,121,1,2,1,0,0.6023,132.17,0.0098446
14,27,2,4,8,221,2,2,1,0,0.7025,160.86,0.090192
14,27,2,4,9,210,2,1,0,0,0.64267,12.372,0.069969
14,27,2,4,10,110,1,1,0,0,0.59234,26.196,0.13055
14,27,2,4,11,120,1,2,0,0,0.54213,66.463,0.17031
14,27,2,4,12,121,1,2,1,0,0.87322,101.65,0.020136
14,27,2,4,13,210,2,1,0,0,0.83301,29.492,0.37119
14,27,2,4,14,211,2,1,1,0,0.75275,99.06,0.20119
14,27,2,4,15,211,2,1,1,0,0.92365,123.51,0.060481
14,27,2,4,16,220,2,2,0,0,0.55217,22.311,0.1406
14,27,2,5,1,211,2,1,1,0,0.88332,147.61,0.03996
14,27,2,5,2,111,1,1,1,1,0.74585,0,0.093203
14,27,2,5,3,121,1,2,1,0,0.76282,185.79,0.24052
14,27,2,5,4,221,2,2,1,0,0.62262,104.64,0.070198
14,27,2,5,5,110,1,1,0,0,0.70349,20.395,0.14146
14,27,2,5,6,211,2,1,1,0,0.98384,189.29,0.27087
14,27,2,5,7,121,1,2,1,0,0.67253,145.91,0.069858
14,27,2,5,8,120,1,2,0,0,0.57215,8.3573,0.14055
14,27,2,5,9,210,2,1,0,0,0.62252,36.535,0.15035
14,27,2,5,10,221,2,2,1,0,0.70281,132.41,0.070115
14,27,2,5,11,220,2,2,0,0,0.63257,56.007,0.19063
14,27,2,5,12,120,1,2,0,0,0.58233,4.5085,0.19066
14,27,2,5,13,110,1,1,0,0,0.5723,17.827,0.14051
14,27,2,5,14,210,2,1,0,0,0.75286,11.522,0.30051
14,27,2,5,15,220,2,2,0,0,0.64245,39.204,0.14049
14,27,2,5,16,111,1,1,1,0,0.74273,160.02,0.060192
14,27,2,6,1,111,1,1,1,0,0.80335,105.9,0.080718
14,27,2,6,2,221,2,2,1,0,0.74271,142.42,0.23047
14,27,2,6,3,110,1,1,0,0,0.54196,62.617,0.10021
14,27,2,6,4,220,2,2,0,0,0.49195,34.428,0.05015
14,27,2,6,5,210,2,1,0,0,0.63258,25.397,0.089841
14,27,2,6,6,210,2,1,0,0,0.66256,39.863,0.12051
14,27,2,6,7,211,2,1,1,0,0.67262,135.78,0.060242
14,27,2,6,8,120,1,2,0,0,0.47208,25.592,0.090575
14,27,2,6,9,220,2,2,0,0,0.6625,51.927,0.030446
14,27,2,6,10,121,1,2,1,0,0.64238,178.37,0.060188
14,27,2,6,11,111,1,1,1,0,0.76256,170.96,0.10016
14,27,2,6,12,110,1,1,0,0,0.5421,25.383,0.090083
14,27,2,6,13,121,1,2,1,0,0.63228,141.8,0.020068
14,27,2,6,14,120,1,2,0,0,0.532,33.99,0.14047
14,27,2,6,15,211,2,1,1,0,0.73277,164.14,0.05031
14,27,2,6,16,221,2,2,1,0,0.68285,142.51,0.12043
14,27,3,1,1,120,1,2,0,0,1.0331,39.105,0.12329
14,27,3,1,2,221,2,2,1,0,1.034,166.43,0.029984
14,27,3,1,3,211,2,1,1,0,1.0538,147.58,0.101
14,27,3,1,4,111,1,1,1,0,1.2952,134.27,0.14067
14,27,3,1,5,121,1,2,1,0,0.86325,135.56,0.080502
14,27,3,1,6,211,2,1,1,0,1.0939,152.08,0.020448
14,27,3,1,7,111,1,1,1,0,0.88367,166.08,0.72233
14,27,3,1,8,121,1,2,1,0,1.1642,124.89,0.20086
14,27,3,1,9,110,1,1,0,0,0.97411,24.37,0.050391
14,27,3,1,10,110,1,1,0,0,0.88342,5.5694,0.10033
14,27,3,1,11,210,2,1,0,0,1.1044,9.5555,0.040413
14,27,3,1,12,221,2,2,1,0,1.1545,135.28,0.16055
14,27,3,1,13,220,2,2,0,0,1.0339,14.386,0.050035
14,27,3,1,14,210,2,1,0,0,0.93364,13.079,0.11026
14,27,3,1,15,220,2,2,0,0,1.074,13.214,0.10038
14,27,3,1,16,120,1,2,0,0,1.0436,17.263,0.091494
14,27,3,2,1,211,2,1,1,1,1.6059,0,0.00019011
14,27,3,2,2,111,1,1,1,0,1.1339,125.39,0.21129
14,27,3,2,3,121,1,2,1,0,1.0536,124.36,0.070813
14,27,3,2,4,111,1,1,1,0,1.2947,156.71,0.10973
14,27,3,2,5,121,1,2,1,0,1.0645,116.38,0.060568
14,27,3,2,6,120,1,2,0,0,0.86341,26.072,0.080363
14,27,3,2,7,221,2,2,1,0,1.0742,110.1,0.12022
14,27,3,2,8,110,1,1,0,0,1.0341,21.409,0.040855
14,27,3,2,9,211,2,1,1,0,1.3048,180.73,0.050137
14,27,3,2,10,210,2,1,0,0,0.91324,2.2829,0.16156
14,27,3,2,11,120,1,2,0,0,0.82309,17.164,0.00012834
14,27,3,2,12,221,2,2,1,0,1.1244,174.65,0.050222
14,27,3,2,13,220,2,2,0,0,0.95368,47.372,0.18076
14,27,3,2,14,220,2,2,0,0,0.96354,22.787,0.51126
14,27,3,2,15,110,1,1,0,0,0.79308,21.39,0.18027
14,27,3,2,16,210,2,1,0,0,0.9933,21.728,0.019192
14,27,3,3,1,120,1,2,0,0,1.3353,6.6434,0.12989
14,27,3,3,2,220,2,2,0,0,1.0138,6.5677,0.040107
14,27,3,3,3,110,1,1,0,0,0.86355,4.4487,0.040305
14,27,3,3,4,210,2,1,0,0,1.0538,6.7142,0.060658
14,27,3,3,5,111,1,1,1,0,1.2038,113.82,0.061296
14,27,3,3,6,211,2,1,1,0,1.1545,136.66,0.080128
14,27,3,3,7,221,2,2,1,0,1.0941,127.51,0.17102
14,27,3,3,8,210,2,1,0,0,1.0537,8.457,0.0096639
14,27,3,3,9,121,1,2,1,0,1.1442,119.44,0.02044
14,27,3,3,10,121,1,2,1,0,1.0941,168.17,0.039955
14,27,3,3,11,120,1,2,0,0,0.86338,9.8227,0.14072
14,27,3,3,12,211,2,1,1,0,1.1642,122.78,0.080428
14,27,3,3,13,110,1,1,0,0,0.70252,8.8997,0.10062
14,27,3,3,14,220,2,2,0,0,0.94347,14.149,0.14043
14,27,3,3,15,221,2,2,1,0,1.0337,98.699,0.04011
14,27,3,3,16,111,1,1,1,0,1.154,171.48,0.060332
14,27,3,4,1,110,1,1,0,0,1.4949,16.562,0.11159
14,27,3,4,2,120,1,2,0,0,0.73263,8.9911,0.060149
14,27,3,4,3,211,2,1,1,1,1.0376,0,0.033687
14,27,3,4,4,210,2,1,0,0,0.9138,16.914,0.040068
14,27,3,4,5,221,2,2,1,0,0.90373,130.48,0.22087
14,27,3,4,6,221,2,2,1,0,1.1742,147.29,0.22054
14,27,3,4,7,121,1,2,1,0,0.92377,168.62,0.020521
14,27,3,4,8,120,1,2,0,0,0.66255,25.789,0.010025
14,27,3,4,9,220,2,2,0,0,0.80309,51.947,0.090314
14,27,3,4,10,111,1,1,1,0,1.0039,152.33,0.060393
14,27,3,4,11,210,2,1,0,0,0.81325,15.324,0.020272
14,27,3,4,12,211,2,1,1,0,0.99346,133.93,0.029796
14,27,3,4,13,121,1,2,1,0,0.8438,200.56,0.12076
14,27,3,4,14,220,2,2,0,0,0.84275,24.468,0.18995
14,27,3,4,15,111,1,1,1,0,0.91356,179.8,0.040022
14,27,3,4,16,110,1,1,0,0,1.0441,9.8756,0.1407
14,27,3,5,1,220,2,2,0,0,1.0839,12.77,0.070513
14,27,3,5,2,121,1,2,1,0,0.75296,125.81,0.080205
14,27,3,5,3,110,1,1,0,0,0.7528,20.141,0.090691
14,27,3,5,4,211,2,1,1,0,0.84325,152.38,0.57175
14,27,3,5,5,210,2,1,0,0,0.93344,21.831,0.099957
14,27,3,5,6,120,1,2,0,0,0.87318,18.428,0.26105
14,27,3,5,7,211,2,1,1,0,1.0142,126.4,0.040441
14,27,3,5,8,210,2,1,0,0,0.80311,15.866,0.020058
14,27,3,5,9,220,2,2,0,0,0.6527,33.583,0.090213
14,27,3,5,10,111,1,1,1,0,0.90326,116.4,0.18084
14,27,3,5,11,221,2,2,1,0,0.94328,123.01,0.050284
14,27,3,5,12,121,1,2,1,0,0.74283,129.86,0.090284
14,27,3,5,13,120,1,2,0,0,0.67275,37.512,0.060434
14,27,3,5,14,221,2,2,1,0,0.8332,136.53,0.050104
14,27,3,5,15,111,1,1,1,0,0.83354,168.56,3.2083e-05
14,27,3,5,16,110,1,1,0,0,0.76262,13.582,0.0096831
14,27,3,6,1,220,2,2,0,0,0.93359,19.879,0.060643
14,27,3,6,2,110,1,1,0,0,0.86316,19.442,0.1503
14,27,3,6,3,110,1,1,0,0,0.66296,19.95,0.12027
14,27,3,6,4,210,2,1,0,0,0.67262,13.418,0.21084
14,27,3,6,5,220,2,2,0,0,0.73265,48.212,0.1204
14,27,3,6,6,211,2,1,1,0,1.0139,154.36,0.050115
14,27,3,6,7,120,1,2,0,0,0.64241,12.568,0.090458
14,27,3,6,8,221,2,2,1,0,0.87363,111.44,0.10066
14,27,3,6,9,121,1,2,1,0,0.86321,187.43,0.14049
14,27,3,6,10,211,2,1,1,0,0.79297,180.63,0.21083
14,27,3,6,11,210,2,1,0,0,0.87329,15.194,0.14016
14,27,3,6,12,111,1,1,1,0,1.0537,127.3,0.17088
14,27,3,6,13,111,1,1,1,0,0.94368,179.04,0.050265
14,27,3,6,14,120,1,2,0,0,0.58231,33.861,0.090258
14,27,3,6,15,221,2,2,1,0,0.89348,155.27,0.027268
14,27,3,6,16,121,1,2,1,0,0.95347,90.821,0.1403
14,27,4,1,1,210,2,1,0,0,0.84322,18.386,-1
14,27,4,1,2,121,1,2,1,0,0.60239,137.57,-1
14,27,4,1,3,221,2,2,1,0,0.50234,111.54,-1
14,27,4,1,4,120,1,2,0,0,0.48218,4.0964,-1
14,27,4,1,5,120,1,2,0,0,0.49219,3.3517,-1
14,27,4,1,6,110,1,1,0,0,0.43191,28.128,-1
14,27,4,1,7,210,2,1,0,0,0.57223,32.761,-1
14,27,4,1,8,111,1,1,1,0,0.66282,147.51,-1
14,27,4,1,9,211,2,1,1,0,0.6228,156.69,-1
14,27,4,1,10,121,1,2,1,0,0.51229,150.05,-1
14,27,4,1,11,220,2,2,0,0,0.46243,25.398,-1
14,27,4,1,12,110,1,1,0,0,0.4921,5.6272,-1
14,27,4,1,13,220,2,2,0,0,0.44181,30.302,-1
14,27,4,1,14,221,2,2,1,0,0.72307,207.57,-1
14,27,4,1,15,211,2,1,1,0,0.55249,141.19,-1
14,27,4,1,16,111,1,1,1,0,0.70261,143.51,-1
14,27,4,2,1,121,1,2,1,0,0.7134,121.65,-1
14,27,4,2,2,120,1,2,0,0,0.47211,14.236,-1
14,27,4,2,3,210,2,1,0,0,0.55225,17.707,-1
14,27,4,2,4,121,1,2,1,0,0.67293,175.12,-1
14,27,4,2,5,120,1,2,0,0,0.51218,44.748,-1
14,27,4,2,6,221,2,2,1,0,0.88337,200.54,-1
14,27,4,2,7,210,2,1,0,0,0.51236,30.896,-1
14,27,4,2,8,110,1,1,0,0,0.5223,18.825,-1
14,27,4,2,9,110,1,1,0,0,0.47245,27.763,-1
14,27,4,2,10,111,1,1,1,0,0.56261,168.46,-1
14,27,4,2,11,211,2,1,1,0,0.4822,138.44,-1
14,27,4,2,12,211,2,1,1,0,0.69289,133.59,-1
14,27,4,2,13,220,2,2,0,0,0.4821,29.723,-1
14,27,4,2,14,220,2,2,0,0,0.50249,26.36,-1
14,27,4,2,15,221,2,2,1,0,0.68283,131.96,-1
14,27,4,2,16,111,1,1,1,0,0.61264,124.01,-1
14,27,4,3,1,221,2,2,1,0,0.74312,138.73,-1
14,27,4,3,2,211,2,1,1,0,1.0146,174.62,-1
14,27,4,3,3,120,1,2,0,0,0.39192,24.529,-1
14,27,4,3,4,121,1,2,1,0,0.60281,116.21,-1
14,27,4,3,5,120,1,2,0,0,0.41187,23.176,-1
14,27,4,3,6,211,2,1,1,0,0.66291,132.13,-1
14,27,4,3,7,220,2,2,0,0,0.42198,16.545,-1
14,27,4,3,8,121,1,2,1,0,0.59266,174.47,-1
14,27,4,3,9,210,2,1,0,0,0.82383,35.193,-1
14,27,4,3,10,110,1,1,0,0,0.61212,25.32,-1
14,27,4,3,11,210,2,1,0,0,0.57249,14.677,-1
14,27,4,3,12,221,2,2,1,0,0.5825,110.59,-1
14,27,4,3,13,111,1,1,1,0,0.65298,137.02,-1
14,27,4,3,14,110,1,1,0,0,0.47193,15.376,-1
14,27,4,3,15,111,1,1,1,0,0.55237,180.94,-1
14,27,4,3,16,220,2,2,0,0,0.62241,27.389,-1
14,27,4,4,1,111,1,1,1,0,0.97421,98.789,-1
14,27,4,4,2,111,1,1,1,0,0.63292,152.68,-1
14,27,4,4,3,121,1,2,1,0,0.57278,134.63,-1
14,27,4,4,4,221,2,2,1,0,0.65275,250.64,-1
14,27,4,4,5,110,1,1,0,0,0.47226,42.724,-1
14,27,4,4,6,120,1,2,0,0,0.46196,52.542,-1
14,27,4,4,7,211,2,1,1,0,0.72294,196.98,-1
14,27,4,4,8,121,1,2,1,0,0.53222,184.55,-1
14,27,4,4,9,220,2,2,0,0,0.44184,54.707,-1
14,27,4,4,10,221,2,2,1,0,0.59293,132.52,-1
14,27,4,4,11,120,1,2,0,0,0.43182,45.515,-1
14,27,4,4,12,110,1,1,0,0,0.47211,42.519,-1
14,27,4,4,13,210,2,1,0,0,0.66321,74.543,-1
14,27,4,4,14,210,2,1,0,0,0.5823,52.707,-1
14,27,4,4,15,211,2,1,1,0,0.55252,143.06,-1
14,27,4,4,16,220,2,2,0,0,0.49221,16.855,-1
14,27,4,5,1,111,1,1,1,0,0.77352,137.07,-1
14,27,4,5,2,210,2,1,0,0,0.61257,17.617,-1
14,27,4,5,3,121,1,2,1,0,0.56234,130.25,-1
14,27,4,5,4,110,1,1,0,0,0.52228,12.144,-1
14,27,4,5,5,211,2,1,1,0,0.5423,145.98,-1
14,27,4,5,6,221,2,2,1,0,0.49232,176.53,-1
14,27,4,5,7,220,2,2,0,0,0.50217,8.4886,-1
14,27,4,5,8,220,2,2,0,0,0.44203,6.4264,-1
14,27,4,5,9,121,1,2,1,0,0.71273,112.69,-1
14,27,4,5,10,110,1,1,0,0,0.47204,14.295,-1
14,27,4,5,11,221,2,2,1,0,0.81309,158.09,-1
14,27,4,5,12,210,2,1,0,0,0.64274,55.235,-1
14,27,4,5,13,120,1,2,0,0,0.39183,5.3374,-1
14,27,4,5,14,211,2,1,1,0,0.64262,132.78,-1
14,27,4,5,15,120,1,2,0,0,0.42204,38.842,-1
14,27,4,5,16,111,1,1,1,0,0.62279,151.42,-1
14,27,4,6,1,110,1,1,0,0,0.58284,21.222,-1
14,27,4,6,2,211,2,1,1,0,1.2347,191.55,-1
14,27,4,6,3,110,1,1,0,0,0.58264,24.913,-1
14,27,4,6,4,221,2,2,1,0,0.53248,169.64,-1
14,27,4,6,5,120,1,2,0,0,0.3618,15.919,-1
14,27,4,6,6,220,2,2,0,0,0.44185,14.685,-1
14,27,4,6,7,220,2,2,0,0,0.43191,31.253,-1
14,27,4,6,8,211,2,1,1,0,0.6629,135.59,-1
14,27,4,6,9,210,2,1,0,0,0.51229,16.217,-1
14,27,4,6,10,111,1,1,1,0,0.59266,135.65,-1
14,27,4,6,11,210,2,1,0,0,0.41208,24.052,-1
14,27,4,6,12,111,1,1,1,0,0.5122,158.61,-1
14,27,4,6,13,121,1,2,1,0,0.4621,109.21,-1
14,27,4,6,14,221,2,2,1,0,0.56242,111.93,-1
14,27,4,6,15,121,1,2,1,0,0.64295,210.84,-1
14,27,4,6,16,120,1,2,0,0,0.42188,2.261,-1
14,28,1,1,1,210,2,1,0,0,1.1437,24.913,-1
14,28,1,1,2,120,1,2,0,0,0.6926,16.31,-1
14,28,1,1,3,211,2,1,1,0,0.81304,160.69,-1
14,28,1,1,4,111,1,1,1,0,0.69247,217.81,-1
14,28,1,1,5,121,1,2,1,0,0.56199,176.21,-1
14,28,1,1,6,220,2,2,0,0,0.7123,17.242,-1
14,28,1,1,7,110,1,1,0,0,0.56187,27.983,-1
14,28,1,1,8,211,2,1,1,1,0.44476,0,-1
14,28,1,1,9,221,2,2,1,0,0.76254,328.43,-1
14,28,1,1,10,121,1,2,1,0,0.42178,218.27,-1
14,28,1,1,11,120,1,2,0,0,0.44169,98.11,-1
14,28,1,1,12,221,2,2,1,0,1.3044,180.15,-1
14,28,1,1,13,111,1,1,1,0,0.7628,276.84,-1
14,28,1,1,14,220,2,2,0,0,0.48166,7.6037,-1
14,28,1,1,15,110,1,1,0,0,0.59221,17.699,-1
14,28,1,1,16,210,2,1,0,0,0.65246,18.76,-1
14,28,1,2,1,120,1,2,0,0,0.62225,11.426,-1
14,28,1,2,2,210,2,1,0,0,0.66242,30.991,-1
14,28,1,2,3,120,1,2,0,0,0.38148,18.962,-1
14,28,1,2,4,221,2,2,1,0,0.59227,160.91,-1
14,28,1,2,5,220,2,2,0,0,0.64279,41.611,-1
14,28,1,2,6,121,1,2,1,0,0.45193,130.42,-1
14,28,1,2,7,210,2,1,0,0,0.77264,25.551,-1
14,28,1,2,8,221,2,2,1,0,0.56196,148.57,-1
14,28,1,2,9,211,2,1,1,0,0.78257,163.08,-1
14,28,1,2,10,111,1,1,1,0,0.9231,291.14,-1
14,28,1,2,11,121,1,2,1,0,0.54179,220.53,-1
14,28,1,2,12,211,2,1,1,0,0.87316,197.61,-1
14,28,1,2,13,110,1,1,0,0,0.45158,17.194,-1
14,28,1,2,14,220,2,2,0,0,0.62185,34.744,-1
14,28,1,2,15,111,1,1,1,0,1.2551,123.77,-1
14,28,1,2,16,110,1,1,0,0,0.57211,10.16,-1
14,28,1,3,1,110,1,1,0,0,0.59227,34.118,-1
14,28,1,3,2,221,2,2,1,0,0.57187,121.96,-1
14,28,1,3,3,221,2,2,1,0,0.76244,212.07,-1
14,28,1,3,4,210,2,1,0,0,0.76228,20.067,-1
14,28,1,3,5,110,1,1,0,0,0.61216,31.15,-1
14,28,1,3,6,111,1,1,1,1,0.72261,0,-1
14,28,1,3,7,121,1,2,1,0,0.65295,181.96,-1
14,28,1,3,8,220,2,2,0,0,0.66224,38.163,-1
14,28,1,3,9,120,1,2,0,0,0.44135,2.5524,-1
14,28,1,3,10,220,2,2,0,0,0.6125,42.778,-1
14,28,1,3,11,211,2,1,1,0,0.72259,153.98,-1
14,28,1,3,12,121,1,2,1,0,0.68229,188.13,-1
14,28,1,3,13,120,1,2,0,0,0.52222,23.924,-1
14,28,1,3,14,211,2,1,1,0,0.90304,201.87,-1
14,28,1,3,15,210,2,1,0,0,0.69248,22.263,-1
14,28,1,3,16,111,1,1,1,0,0.78266,116.82,-1
14,28,1,4,1,111,1,1,1,0,0.74237,153.7,-1
14,28,1,4,2,220,2,2,0,0,0.61202,31.749,-1
14,28,1,4,3,210,2,1,0,0,0.50194,32.989,-1
14,28,1,4,4,210,2,1,0,0,0.63263,34.609,-1
14,28,1,4,5,220,2,2,0,0,0.45156,12.619,-1
14,28,1,4,6,110,1,1,0,0,0.67232,14.146,-1
14,28,1,4,7,110,1,1,0,0,0.42139,6.4615,-1
14,28,1,4,8,121,1,2,1,0,0.69223,143.85,-1
14,28,1,4,9,221,2,2,1,0,1.0441,192,-1
14,28,1,4,10,211,2,1,1,0,1.4451,180.64,-1
14,28,1,4,11,211,2,1,1,0,0.73247,154.95,-1
14,28,1,4,12,120,1,2,0,0,0.45151,8.6986,-1
14,28,1,4,13,221,2,2,1,0,0.6525,157.25,-1
14,28,1,4,14,121,1,2,1,0,0.66215,162.49,-1
14,28,1,4,15,120,1,2,0,0,0.41156,6.4441,-1
14,28,1,4,16,111,1,1,1,0,0.61238,163.18,-1
14,28,1,5,1,211,2,1,1,0,1.314,184.62,-1
14,28,1,5,2,221,2,2,1,0,0.53192,131.02,-1
14,28,1,5,3,110,1,1,0,0,0.49175,19.246,-1
14,28,1,5,4,220,2,2,0,0,0.80308,6.4632,-1
14,28,1,5,5,110,1,1,0,0,0.50167,8.6465,-1
14,28,1,5,6,210,2,1,0,0,0.60214,16.405,-1
14,28,1,5,7,210,2,1,0,0,0.67233,22.585,-1
14,28,1,5,8,121,1,2,1,0,0.68225,189.99,-1
14,28,1,5,9,120,1,2,0,0,0.43164,9.6546,-1
14,28,1,5,10,220,2,2,0,0,0.41148,21.939,-1
14,28,1,5,11,221,2,2,1,0,0.7924,177.51,-1
14,28,1,5,12,121,1,2,1,0,0.68242,145.81,-1
14,28,1,5,13,111,1,1,1,0,0.74249,115.21,-1
14,28,1,5,14,120,1,2,0,0,0.42197,7.4934,-1
14,28,1,5,15,111,1,1,1,0,0.64215,121.21,-1
14,28,1,5,16,211,2,1,1,0,0.86319,177.12,-1
14,28,1,6,1,221,2,2,1,0,0.75251,195.3,-1
14,28,1,6,2,210,2,1,0,0,0.67234,53.885,-1
14,28,1,6,3,211,2,1,1,0,0.90346,204.23,-1
14,28,1,6,4,120,1,2,0,0,0.4116,38.777,-1
14,28,1,6,5,210,2,1,0,0,0.62212,24.131,-1
14,28,1,6,6,220,2,2,0,0,0.54187,28.246,-1
14,28,1,6,7,111,1,1,1,0,0.68242,194.83,-1
14,28,1,6,8,120,1,2,0,0,0.36144,28.653,-1
14,28,1,6,9,221,2,2,1,0,0.76261,165.06,-1
14,28,1,6,10,110,1,1,0,0,0.57211,12.921,-1
14,28,1,6,11,121,1,2,1,0,0.75237,150.46,-1
14,28,1,6,12,110,1,1,0,0,0.44167,3.0963,-1
14,28,1,6,13,111,1,1,1,0,0.64242,161.37,-1
14,28,1,6,14,220,2,2,0,0,0.53212,41.133,-1
14,28,1,6,15,211,2,1,1,0,0.71275,163.47,-1
14,28,1,6,16,121,1,2,1,0,0.80264,202.65,-1
14,28,2,1,1,221,2,2,1,0,0.97616,213.12,0.017549
14,28,2,1,2,220,2,2,0,0,0.65254,42.072,0.020131
14,28,2,1,3,221,2,2,1,0,0.84365,207.66,0.022363
14,28,2,1,4,110,1,1,0,0,0.78072,27.171,0.1281
14,28,2,1,5,211,2,1,1,0,1.0195,223.44,0.014088
14,28,2,1,6,210,2,1,0,0,0.83323,48.342,0.020154
14,28,2,1,7,210,2,1,0,0,0.85333,23.143,0.14031
14,28,2,1,8,120,1,2,0,0,0.492,5.7811,0.15056
14,28,2,1,9,120,1,2,0,0,0.60248,8.0489,0.069909
14,28,2,1,10,121,1,2,1,0,0.68259,172.58,0.15048
14,28,2,1,11,111,1,1,1,0,0.94379,143.26,0.10001
14,28,2,1,12,110,1,1,0,0,0.79282,20.109,0.14031
14,28,2,1,13,211,2,1,1,0,0.80317,188.39,0.36083
14,28,2,1,14,111,1,1,1,0,0.94365,217.04,0.020103
14,28,2,1,15,121,1,2,1,0,0.64244,142,0.1106
14,28,2,1,16,220,2,2,0,0,0.65298,18.369,0.099801
14,28,2,2,1,220,2,2,0,0,0.74303,9.1794,0.22067
14,28,2,2,2,110,1,1,0,0,0.66258,14.881,0.15075
14,28,2,2,3,120,1,2,0,0,0.49185,10.813,0.24119
14,28,2,2,4,110,1,1,0,0,0.48179,5.4347,0.22121
14,28,2,2,5,111,1,1,1,0,0.81304,145.39,0.080245
14,28,2,2,6,211,2,1,1,0,0.85334,177.01,0.070479
14,28,2,2,7,210,2,1,0,0,0.44201,22.052,0.29069
14,28,2,2,8,221,2,2,1,0,0.65247,170.25,0.27098
14,28,2,2,9,121,1,2,1,0,0.62241,147.41,0.14044
14,28,2,2,10,210,2,1,0,0,0.58234,13.133,0.13039
14,28,2,2,11,221,2,2,1,0,0.72288,143.67,0.25059
14,28,2,2,12,211,2,1,1,0,0.80322,196.75,0.080235
14,28,2,2,13,111,1,1,1,0,0.71276,234.26,0.11069
14,28,2,2,14,121,1,2,1,0,0.55227,136.55,0.2711
14,28,2,2,15,220,2,2,0,0,0.4618,13.28,0.25364
14,28,2,2,16,120,1,2,0,0,0.53393,11.988,0.18559
14,28,2,3,1,220,2,2,0,0,0.73924,22.773,0.27686
14,28,2,3,2,121,1,2,1,0,0.63812,191.66,0.16052
14,28,2,3,3,210,2,1,0,0,0.56081,16.986,0.1092
14,28,2,3,4,211,2,1,1,0,0.64528,162.82,0.47192
14,28,2,3,5,211,2,1,1,0,0.71403,195.78,0.31257
14,28,2,3,6,110,1,1,0,0,0.65391,34.95,0.067763
14,28,2,3,7,120,1,2,0,0,0.41147,3.489,0.25115
14,28,2,3,8,221,2,2,1,0,0.65274,158.84,0.0097923
14,28,2,3,9,220,2,2,0,0,0.44191,25.262,0.27076
14,28,2,3,10,210,2,1,0,0,0.53189,17.714,0.2333
14,28,2,3,11,121,1,2,1,0,0.53193,167.39,0.20105
14,28,2,3,12,120,1,2,0,0,0.50189,7.2308,0.030354
14,28,2,3,13,111,1,1,1,0,0.62212,191.53,0.090963
14,28,2,3,14,111,1,1,1,0,0.61227,177.05,0.07055
14,28,2,3,15,110,1,1,0,0,0.45173,6.8026,0.10094
