Pair,Subject,Condition(individual-pre/hidden/visible/individual-post),Block,Trial,StimulusType,TargetSize(small/large),TargetPosition(center/margin),ObstaclePresence(absent/present),Error(yes/no),TT,AUC,Asynchrony
4,8,2,2,1,220,2,2,0,0,0.37133,63.884,0.070276
4,8,2,2,2,110,1,1,0,0,0.28122,13.194,0.029969
4,8,2,2,3,120,1,2,0,0,0.24115,5.8833,0.02006
4,8,2,2,4,110,1,1,0,0,0.63266,5.7909,0.42173
4,8,2,2,5,111,1,1,1,0,0.66284,263.29,0.20105
4,8,2,2,6,211,2,1,1,0,0.4015,183.69,0.050611
4,8,2,2,7,210,2,1,0,0,0.73331,45.684,0.44211
4,8,2,2,8,221,2,2,1,0,0.49217,171.71,0.10058
4,8,2,2,9,121,1,2,1,0,0.41176,174.89,0.050142
4,8,2,2,10,210,2,1,0,0,0.60246,366.45,0.16065
4,8,2,2,11,221,2,2,1,1,0.43507,0,0.037077
4,8,2,2,12,211,2,1,1,0,0.49212,197.9,0.060397
4,8,2,2,13,111,1,1,1,0,0.50198,178.84,0.040052
4,8,2,2,14,121,1,2,1,0,0.33159,164.52,0.040155
4,8,2,2,15,220,2,2,0,0,0.32132,29.891,0.039881
4,8,2,2,16,120,1,2,0,0,0.26114,27.554,0.0096492
4,8,2,3,1,220,2,2,0,0,0.3212,33.037,4.6942e-06
4,8,2,3,2,121,1,2,1,0,0.40177,193.97,0.0099544
4,8,2,3,3,210,2,1,0,0,0.68278,62.973,0.35129
4,8,2,3,4,211,2,1,1,0,0.53229,189.45,0.14033
4,8,2,3,5,211,2,1,1,0,0.46216,142.01,0.060555
4,8,2,3,6,110,1,1,0,0,0.35152,25.003,0.080175
4,8,2,3,7,120,1,2,0,0,0.30113,7.993,0.039788
4,8,2,3,8,221,2,2,1,0,0.46189,121.83,0.030081
4,8,2,3,9,220,2,2,0,0,0.32138,36.789,0.090162
4,8,2,3,10,210,2,1,0,0,0.3012,10.568,0.019868
4,8,2,3,11,121,1,2,1,0,0.5424,229.93,0.080452
4,8,2,3,12,120,1,2,0,0,0.3918,57.642,0.060504
4,8,2,3,13,111,1,1,1,0,0.40173,126.3,4.103e-05
4,8,2,3,14,111,1,1,1,0,0.39167,151.64,0.00016865
4,8,2,3,15,110,1,1,0,0,0.28149,69.233,0.060432
4,8,2,3,16,221,2,2,1,0,0.32143,177.33,0.029943
4,8,2,4,1,220,2,2,0,0,0.3413,37.376,0.070073
4,8,2,4,2,111,1,1,1,0,0.46193,186.28,0.020078
4,8,2,4,3,221,2,2,1,1,0.35173,0,3.3224e-05
4,8,2,4,4,120,1,2,0,0,0.30134,35.707,0.070235
4,8,2,4,5,110,1,1,0,0,0.30143,97.391,0.1004
4,8,2,4,6,111,1,1,1,0,0.46179,232.94,8.6715e-05
4,8,2,4,7,121,1,2,1,0,0.38175,141.08,0.0097245
4,8,2,4,8,221,2,2,1,0,0.43201,199.54,0.090474
4,8,2,4,9,210,2,1,0,0,0.36128,22.142,0.029819
4,8,2,4,10,110,1,1,0,0,0.35141,56.547,0.10041
4,8,2,4,11,120,1,2,0,0,0.25125,7.6542,0.050274
4,8,2,4,12,121,1,2,1,0,0.43191,115.38,0.040372
4,8,2,4,13,210,2,1,0,0,0.28128,54.389,0.02009
4,8,2,4,14,211,2,1,1,0,1.1949,181.49,0.8233
4,8,2,4,15,211,2,1,1,1,0.85378,0,0.3819
4,8,2,4,16,220,2,2,0,0,0.31133,8.108,0.020169
4,8,2,5,1,211,2,1,1,0,0.40178,118.89,0.019639
4,8,2,5,2,111,1,1,1,0,0.3717,255.47,0.0099599
4,8,2,5,3,121,1,2,1,0,0.38164,164.21,0.039948
4,8,2,5,4,221,2,2,1,0,0.45203,150.76,0.060324
4,8,2,5,5,110,1,1,0,0,0.33136,42.563,0.040155
4,8,2,5,6,211,2,1,1,0,0.40168,208.35,0.020088
4,8,2,5,7,121,1,2,1,0,0.44203,175.82,0.040527
4,8,2,5,8,120,1,2,0,0,0.32139,18.5,0.050361
4,8,2,5,9,210,2,1,0,0,0.30106,21.446,0.10007
4,8,2,5,10,221,2,2,1,0,0.42192,230.23,0.030389
4,8,2,5,11,220,2,2,0,0,0.28128,48.068,0.020211
4,8,2,5,12,120,1,2,0,0,0.21102,18.396,0.010139
4,8,2,5,13,110,1,1,0,0,0.34153,36.196,0.11051
4,8,2,5,14,210,2,1,0,0,0.31132,44.536,0.060119
4,8,2,5,15,220,2,2,0,0,0.27152,28.874,0.0097955
4,8,2,5,16,111,1,1,1,0,0.52214,226.01,0.06032
4,8,2,6,1,111,1,1,1,0,0.38148,183.54,0.0099845
4,8,2,6,2,221,2,2,1,0,0.40196,249.35,0.09059
4,8,2,6,3,110,1,1,0,0,0.33141,19.444,0.030148
4,8,2,6,4,220,2,2,0,0,0.29123,7.8247,0.059956
4,8,2,6,5,210,2,1,0,0,0.72312,34.186,0.39168
4,8,2,6,6,210,2,1,0,0,0.25094,17.326,0.38185
4,8,2,6,7,211,2,1,1,0,0.51213,256.46,0.12035
4,8,2,6,8,120,1,2,0,0,0.25123,50.971,0.040009
4,8,2,6,9,220,2,2,0,0,0.26117,43.214,0.010177
4,8,2,6,10,121,1,2,1,0,0.46205,263.5,0.080338
4,8,2,6,11,111,1,1,1,0,0.86387,179.72,0.42183
4,8,2,6,12,110,1,1,0,0,0.64265,37.207,0.40139
4,8,2,6,13,121,1,2,1,0,0.34171,163.01,0.060198
4,8,2,6,14,120,1,2,0,0,0.28133,43.234,0.029992
4,8,2,6,15,211,2,1,1,0,0.44176,215.05,0.02009
4,8,2,6,16,221,2,2,1,0,0.41182,188.4,0.040181
4,8,3,1,1,120,1,2,0,0,0.69586,25.459,0.28442
4,8,3,1,2,221,2,2,1,0,0.3315,117.29,0.019901
4,8,3,1,3,211,2,1,1,0,0.52243,222.56,0.15079
4,8,3,1,4,111,1,1,1,1,0.45498,0,0.14365
4,8,3,1,5,121,1,2,1,0,0.46193,122.24,0.10051
4,8,3,1,6,211,2,1,1,0,0.48198,254.48,0.030257
4,8,3,1,7,111,1,1,1,0,0.47214,142.83,0.13072
4,8,3,1,8,121,1,2,1,0,0.2713,168.41,0.24036
4,8,3,1,9,110,1,1,0,0,0.29133,48.161,0.060219
4,8,3,1,10,110,1,1,0,0,0.2212,18.19,0.040314
4,8,3,1,11,210,2,1,0,0,0.9336,87.52,0.57201
4,8,3,1,12,221,2,2,1,0,0.69291,146.84,0.27125
4,8,3,1,13,220,2,2,0,0,0.34142,23.618,0.26051
4,8,3,1,14,210,2,1,0,0,0.30131,11.718,0.060234
4,8,3,1,15,220,2,2,0,0,0.28141,34.008,0.080552
4,8,3,1,16,120,1,2,0,0,0.21101,9.3404,0.030201
4,8,3,2,1,211,2,1,1,0,0.51166,132.99,0.020232
4,8,3,2,2,111,1,1,1,0,0.83374,200.7,0.51235
4,8,3,2,3,121,1,2,1,0,0.34151,197.41,0.030146
4,8,3,2,4,111,1,1,1,0,0.38165,152.14,0.030197
4,8,3,2,5,121,1,2,1,0,0.33161,229.98,0.059785
4,8,3,2,6,120,1,2,0,0,0.30132,57.291,1.001e-05
4,8,3,2,7,221,2,2,1,0,0.42173,164.07,0.12057
4,8,3,2,8,110,1,1,0,0,0.41155,15.015,0.17053
4,8,3,2,9,211,2,1,1,0,0.39165,117.93,0.97665
4,8,3,2,10,210,2,1,0,0,0.32124,53.099,0.02977
4,8,3,2,11,120,1,2,0,0,0.24113,59.625,0.070075
4,8,3,2,12,221,2,2,1,0,0.35138,177.4,0.00038306
4,8,3,2,13,220,2,2,0,0,0.27121,48.531,0.090199
4,8,3,2,14,220,2,2,0,0,0.26106,23.844,0.049949
4,8,3,2,15,110,1,1,0,0,0.23101,19.845,6.647e-05
4,8,3,2,16,210,2,1,0,0,0.26118,36.1,0.07018
4,8,3,3,1,120,1,2,0,0,0.86283,74.045,0.56179
4,8,3,3,2,220,2,2,0,0,0.31127,27.85,0.060244
4,8,3,3,3,110,1,1,0,0,0.22119,9.5037,0.050089
4,8,3,3,4,210,2,1,0,0,0.31128,30.085,0.070189
4,8,3,3,5,111,1,1,1,0,0.43183,203.69,0.010215
4,8,3,3,6,211,2,1,1,0,0.48201,208.58,0.080342
4,8,3,3,7,221,2,2,1,1,0.30155,0,0.069929
4,8,3,3,8,210,2,1,0,0,0.60198,39.623,0.33076
4,8,3,3,9,121,1,2,1,0,0.40176,177.81,0.020127
4,8,3,3,10,121,1,2,1,0,0.32132,161.38,0.040427
4,8,3,3,11,120,1,2,0,0,0.28122,72.228,0.029973
4,8,3,3,12,211,2,1,1,0,0.4518,264.54,0.039874
4,8,3,3,13,110,1,1,0,0,0.23116,29.739,0.44223
4,8,3,3,14,220,2,2,0,0,0.77303,48.869,0.54202
4,8,3,3,15,221,2,2,1,0,0.49194,187.73,0.1105
4,8,3,3,16,111,1,1,1,0,0.43176,202.53,0.029964
4,8,3,4,1,110,1,1,0,0,0.28117,26.434,0.059889
4,8,3,4,2,120,1,2,0,0,0.22121,12.109,0.010136
4,8,3,4,3,211,2,1,1,0,0.45172,151.82,0.069972
4,8,3,4,4,210,2,1,0,0,0.30142,70.104,0.04021
4,8,3,4,5,221,2,2,1,0,0.31138,148.13,0.17016
4,8,3,4,6,221,2,2,1,0,0.37159,144.69,0.020076
4,8,3,4,7,121,1,2,1,0,0.35177,122.01,0.070305
4,8,3,4,8,120,1,2,0,0,0.2713,57.127,0.040198
4,8,3,4,9,220,2,2,0,0,0.27109,12.71,0.060146
4,8,3,4,10,111,1,1,1,0,0.37144,178.45,0.019961
4,8,3,4,11,210,2,1,0,0,0.32159,35.656,0.27104
4,8,3,4,12,211,2,1,1,0,0.37152,141.83,0.040112
4,8,3,4,13,121,1,2,1,0,0.54207,212.32,0.18046
4,8,3,4,14,220,2,2,0,0,0.24115,80.806,0.040153
4,8,3,4,15,111,1,1,1,0,0.28136,222.76,0.090086
4,8,3,4,16,110,1,1,0,0,0.27123,39.953,0.040272
4,8,3,5,1,220,2,2,0,0,0.27104,18.682,0.13028
4,8,3,5,2,121,1,2,1,0,0.29126,165.2,0.050318
4,8,3,5,3,110,1,1,0,0,0.24123,8.8119,0.020002
4,8,3,5,4,211,2,1,1,0,0.42152,232.98,0.040418
4,8,3,5,5,210,2,1,0,0,0.84342,13.025,0.562
4,8,3,5,6,120,1,2,0,0,0.54198,14.421,0.29086
4,8,3,5,7,211,2,1,1,0,0.49183,221.54,0.010034
4,8,3,5,8,210,2,1,0,0,0.73279,-1.7657,0.48163
4,8,3,5,9,220,2,2,0,0,0.22113,43.288,0.020087
4,8,3,5,10,111,1,1,1,1,0.35167,0,0.040049
4,8,3,5,11,221,2,2,1,0,0.3414,125.75,0.06042
4,8,3,5,12,121,1,2,1,0,0.36243,194.25,0.00060181
4,8,3,5,13,120,1,2,0,0,0.26117,85.708,0.05012
4,8,3,5,14,221,2,2,1,0,0.36158,204.75,0.020022
4,8,3,5,15,111,1,1,1,0,0.35158,179.03,0.030067
4,8,3,5,16,110,1,1,0,0,0.38166,22.612,0.14041
4,8,3,6,1,220,2,2,0,0,0.86297,29.748,0.52166
4,8,3,6,2,110,1,1,0,0,0.5424,42.109,0.27121
4,8,3,6,3,110,1,1,0,0,0.24117,26.659,0.0098753
4,8,3,6,4,210,2,1,0,0,0.29126,8.723,0.28108
4,8,3,6,5,220,2,2,0,0,0.30116,28.797,8.8063e-05
4,8,3,6,6,211,2,1,1,0,0.4417,195.25,0.020058
4,8,3,6,7,120,1,2,0,0,0.27116,49.879,0.0099851
4,8,3,6,8,221,2,2,1,0,0.39184,189.28,0.00020704
4,8,3,6,9,121,1,2,1,0,0.31134,140.74,0.17085
4,8,3,6,10,211,2,1,1,1,0.28152,0,0.090097
4,8,3,6,11,210,2,1,0,0,0.63236,434.84,0.38105
4,8,3,6,12,111,1,1,1,0,0.4318,227.3,0.8919
4,8,3,6,13,111,1,1,1,0,0.44187,202.02,0.010244
4,8,3,6,14,120,1,2,0,0,0.34153,61.995,0.080094
4,8,3,6,15,221,2,2,1,0,0.61283,117.09,0.28113
4,8,3,6,16,121,1,2,1,0,0.34151,208.49,0.020129
4,8,4,1,1,120,1,2,0,0,0.50195,48.25,-1
4,8,4,1,2,221,2,2,1,0,0.33145,155.26,-1
4,8,4,1,3,211,2,1,1,0,0.45201,158.55,-1
4,8,4,1,4,111,1,1,1,0,0.3817,162.59,-1
4,8,4,1,5,121,1,2,1,0,0.34172,181.41,-1
4,8,4,1,6,211,2,1,1,0,0.38164,225.6,-1
4,8,4,1,7,111,1,1,1,0,0.35163,185.26,-1
4,8,4,1,8,121,1,2,1,0,0.35168,226.76,-1
4,8,4,1,9,110,1,1,0,0,0.34146,10.22,-1
4,8,4,1,10,110,1,1,0,0,0.30122,11.623,-1
4,8,4,1,11,210,2,1,0,0,0.68277,59.682,-1
4,8,4,1,12,221,2,2,1,0,0.38176,154.21,-1
4,8,4,1,13,220,2,2,0,0,0.29146,37.134,-1
4,8,4,1,14,210,2,1,0,0,0.33138,31.51,-1
4,8,4,1,15,220,2,2,0,0,0.37161,20.329,-1
4,8,4,1,16,120,1,2,0,0,0.28125,4.619,-1
4,8,4,2,1,211,2,1,1,0,0.62216,152.94,-1
4,8,4,2,2,111,1,1,1,0,0.38167,169.07,-1
4,8,4,2,3,121,1,2,1,0,0.29124,128.34,-1
4,8,4,2,4,111,1,1,1,0,0.32141,186.12,-1
4,8,4,2,5,121,1,2,1,0,0.39169,226.19,-1
4,8,4,2,6,120,1,2,0,0,0.32156,47.665,-1
4,8,4,2,7,221,2,2,1,0,0.29144,119.05,-1
4,8,4,2,8,110,1,1,0,0,0.27117,14.101,-1
4,8,4,2,9,211,2,1,1,0,0.4718,172.88,-1
4,8,4,2,10,210,2,1,0,0,0.35156,28.262,-1
4,8,4,2,11,120,1,2,0,0,0.2812,5.388,-1
4,8,4,2,12,221,2,2,1,0,0.48188,221.67,-1
4,8,4,2,13,220,2,2,0,0,0.23109,82.102,-1
4,8,4,2,14,220,2,2,0,0,0.27131,57.522,-1
4,8,4,2,15,110,1,1,0,0,0.23099,16.921,-1
4,8,4,2,16,210,2,1,0,0,0.65277,58.17,-1
4,8,4,3,1,120,1,2,0,0,0.42152,30.915,-1
4,8,4,3,2,220,2,2,0,0,0.27127,33.952,-1
4,8,4,3,3,110,1,1,0,0,0.23107,10.106,-1
4,8,4,3,4,210,2,1,0,0,0.29131,14.73,-1
4,8,4,3,5,111,1,1,1,0,0.36167,211.68,-1
4,8,4,3,6,211,2,1,1,0,0.35173,146.54,-1
4,8,4,3,7,221,2,2,1,0,0.39191,204.18,-1
4,8,4,3,8,210,2,1,0,0,0.30132,62.63,-1
4,8,4,3,9,121,1,2,1,0,0.39184,136.65,-1
4,8,4,3,10,121,1,2,1,0,0.29137,194.79,-1
4,8,4,3,11,120,1,2,0,0,0.26106,51.076,-1
4,8,4,3,12,211,2,1,1,0,0.45179,194.96,-1
4,8,4,3,13,110,1,1,0,0,0.3013,44.548,-1
4,8,4,3,14,220,2,2,0,0,0.28128,29.045,-1
4,8,4,3,15,221,2,2,1,0,0.38156,130.95,-1
4,8,4,3,16,111,1,1,1,0,0.40175,250.93,-1
4,8,4,4,1,110,1,1,0,0,0.50166,10.253,-1
4,8,4,4,2,120,1,2,0,0,0.22096,16.68,-1
4,8,4,4,3,211,2,1,1,0,0.85328,269.4,-1
4,8,4,4,4,210,2,1,0,0,0.60271,30.272,-1
4,8,4,4,5,221,2,2,1,0,0.33166,178.06,-1
4,8,4,4,6,221,2,2,1,0,0.37159,223.15,-1
4,8,4,4,7,121,1,2,1,0,0.37162,177.4,-1
4,8,4,4,8,120,1,2,0,0,0.31133,52.297,-1
4,8,4,4,9,220,2,2,0,0,0.37133,82.439,-1
4,8,4,4,10,111,1,1,1,0,0.75355,182.71,-1
4,8,4,4,11,210,2,1,0,0,0.69265,17.971,-1
4,8,4,4,12,211,2,1,1,0,0.43195,184.02,-1
4,8,4,4,13,121,1,2,1,0,0.40164,170.85,-1
4,8,4,4,14,220,2,2,0,0,0.30132,106.21,-1
4,8,4,4,15,111,1,1,1,0,0.44187,225.95,-1
4,8,4,4,16,110,1,1,0,0,0.3013,13.82,-1
4,8,4,5,1,220,2,2,0,0,0.45156,47.808,-1
4,8,4,5,2,121,1,2,1,0,0.39179,143.26,-1
4,8,4,5,3,110,1,1,0,0,0.25117,66.038,-1
4,8,4,5,4,211,2,1,1,1,0.46485,0,-1
4,8,4,5,5,210,2,1,0,0,0.32131,35.495,-1
4,8,4,5,6,120,1,2,0,0,0.30134,29.409,-1
4,8,4,5,7,211,2,1,1,0,0.42186,163.09,-1
4,8,4,5,8,210,2,1,0,0,0.66275,28.037,-1
4,8,4,5,9,220,2,2,0,0,0.33173,22.998,-1
4,8,4,5,10,111,1,1,1,0,0.56236,248.96,-1
4,8,4,5,11,221,2,2,1,0,0.44203,107.69,-1
4,8,4,5,12,121,1,2,1,0,0.97404,237.69,-1
4,8,4,5,13,120,1,2,0,0,0.33123,23.896,-1
4,8,4,5,14,221,2,2,1,0,0.48198,232.77,-1
4,8,4,5,15,111,1,1,1,0,0.51203,235.49,-1
4,8,4,5,16,110,1,1,0,0,0.44144,6.62,-1
4,8,4,6,1,220,2,2,0,0,0.50181,87.929,-1
4,8,4,6,2,110,1,1,0,0,0.38162,32.939,-1
4,8,4,6,3,110,1,1,0,0,0.33128,11.533,-1
4,8,4,6,4,210,2,1,0,0,0.69278,50.324,-1
4,8,4,6,5,220,2,2,0,0,0.29118,12.603,-1
4,8,4,6,6,211,2,1,1,0,0.35157,130.02,-1
4,8,4,6,7,120,1,2,0,0,0.27122,19.542,-1
4,8,4,6,8,221,2,2,1,0,0.34157,111.08,-1
4,8,4,6,9,121,1,2,1,0,0.4819,122.77,-1
4,8,4,6,10,211,2,1,1,0,0.35161,151.52,-1
4,8,4,6,11,210,2,1,0,1,0.54244,0,-1
4,8,4,6,12,111,1,1,1,0,0.51208,176,-1
4,8,4,6,13,111,1,1,1,0,0.40173,177.43,-1
4,8,4,6,14,120,1,2,0,0,0.37164,23.846,-1
4,8,4,6,15,221,2,2,1,0,0.43203,130.61,-1
4,8,4,6,16,121,1,2,1,0,0.39168,141.58,-1
5,9,1,1,1,210,2,1,0,0,1.3545,22.759,-1
5,9,1,1,2,120,1,2,0,0,0.81289,17.66,-1
5,9,1,1,3,211,2,1,1,1,1.6086,0,-1
5,9,1,1,4,111,1,1,1,0,1.2947,114.16,-1
5,9,1,1,5,121,1,2,1,0,1.1146,115.21,-1
5,9,1,1,6,220,2,2,0,0,0.95379,15.67,-1
5,9,1,1,7,110,1,1,0,0,0.66254,9.5626,-1
5,9,1,1,8,211,2,1,1,0,0.96409,103.53,-1
5,9,1,1,9,221,2,2,1,0,0.97364,111.64,-1
5,9,1,1,10,121,1,2,1,1,1.0142,0,-1
5,9,1,1,11,120,1,2,0,0,0.63259,22.417,-1
5,9,1,1,12,221,2,2,1,0,1.0438,147.62,-1
5,9,1,1,13,111,1,1,1,0,1.1943,117.89,-1
5,9,1,1,14,220,2,2,0,0,0.70283,15.612,-1
5,9,1,1,15,110,1,1,0,0,0.85354,26.197,-1
5,9,1,1,16,210,2,1,0,0,0.94334,16.328,-1
5,9,1,2,1,120,1,2,0,0,0.85284,36.763,-1
5,9,1,2,2,210,2,1,0,1,1.6046,0,-1
5,9,1,2,3,120,1,2,0,0,0.62256,24.245,-1
5,9,1,2,4,221,2,2,1,0,0.98366,120.58,-1
5,9,1,2,5,220,2,2,0,0,0.77333,12.077,-1
5,9,1,2,6,121,1,2,1,0,0.84319,146.64,-1
5,9,1,2,7,210,2,1,0,0,0.61247,16.893,-1
5,9,1,2,8,221,2,2,1,0,0.89379,118.94,-1
5,9,1,2,9,211,2,1,1,0,1.0244,195.46,-1
5,9,1,2,10,111,1,1,1,0,1.1141,178.07,-1
5,9,1,2,11,121,1,2,1,0,0.97348,166.07,-1
5,9,1,2,12,211,2,1,1,0,1.1248,140.74,-1
5,9,1,2,13,110,1,1,0,0,0.78293,7.468,-1
5,9,1,2,14,220,2,2,0,0,0.58267,34.071,-1
5,9,1,2,15,111,1,1,1,0,0.97357,155.36,-1
5,9,1,2,16,110,1,1,0,0,0.51216,34.029,-1
5,9,1,3,1,110,1,1,0,0,0.74264,20.337,-1
5,9,1,3,2,221,2,2,1,0,0.78285,153.99,-1
5,9,1,3,3,221,2,2,1,0,0.83306,136.01,-1
5,9,1,3,4,210,2,1,0,0,0.91353,36.006,-1
5,9,1,3,5,110,1,1,0,0,0.57212,22.621,-1
5,9,1,3,6,111,1,1,1,0,0.9132,153.74,-1
5,9,1,3,7,121,1,2,1,0,0.66263,162.96,-1
5,9,1,3,8,220,2,2,0,0,0.72246,55.902,-1
5,9,1,3,9,120,1,2,0,0,0.67276,58.731,-1
5,9,1,3,10,220,2,2,0,0,0.60225,16.696,-1
5,9,1,3,11,211,2,1,1,0,0.74298,161.97,-1
5,9,1,3,12,121,1,2,1,0,0.81311,203.15,-1
5,9,1,3,13,120,1,2,0,0,0.7023,4.9061,-1
5,9,1,3,14,211,2,1,1,0,1.0439,140.84,-1
5,9,1,3,15,210,2,1,0,0,0.57208,37.627,-1
5,9,1,3,16,111,1,1,1,0,0.72273,161.14,-1
5,9,1,4,1,111,1,1,1,0,1.1433,177.31,-1
5,9,1,4,2,220,2,2,0,0,0.43173,29.185,-1
5,9,1,4,3,210,2,1,0,0,0.85336,69.773,-1
5,9,1,4,4,210,2,1,0,0,0.44195,30.142,-1
5,9,1,4,5,220,2,2,0,0,0.69285,40.77,-1
5,9,1,4,6,110,1,1,0,0,0.70213,54.513,-1
5,9,1,4,7,110,1,1,0,0,0.54213,26.366,-1
5,9,1,4,8,121,1,2,1,0,0.68231,192.74,-1
5,9,1,4,9,221,2,2,1,0,0.67271,124.78,-1
5,9,1,4,10,211,2,1,1,0,1.1135,150.35,-1
5,9,1,4,11,211,2,1,1,0,0.89437,242.14,-1
5,9,1,4,12,120,1,2,0,0,0.43167,52.423,-1
5,9,1,4,13,221,2,2,1,0,0.62233,214.79,-1
5,9,1,4,14,121,1,2,1,0,0.67244,230.51,-1
5,9,1,4,15,120,1,2,0,0,0.43163,13.84,-1
5,9,1,4,16,111,1,1,1,0,0.60229,199.45,-1
5,9,1,5,1,211,2,1,1,0,0.87305,229.04,-1
5,9,1,5,2,221,2,2,1,0,0.48194,251.44,-1
5,9,1,5,3,110,1,1,0,0,0.46181,15.98,-1
5,9,1,5,4,220,2,2,0,0,0.65263,38.312,-1
5,9,1,5,5,110,1,1,0,0,0.41171,31.043,-1
5,9,1,5,6,210,2,1,0,0,0.70242,14.981,-1
5,9,1,5,7,210,2,1,0,0,0.51228,26.485,-1
5,9,1,5,8,121,1,2,1,0,0.69256,240.75,-1
5,9,1,5,9,120,1,2,0,0,0.45182,54.33,-1
5,9,1,5,10,220,2,2,0,0,0.44153,25.352,-1
5,9,1,5,11,221,2,2,1,0,0.79254,156.08,-1
5,9,1,5,12,121,1,2,1,0,0.66226,219.61,-1
5,9,1,5,13,111,1,1,1,0,0.74275,216.75,-1
5,9,1,5,14,120,1,2,0,0,0.44209,13.206,-1
5,9,1,5,15,111,1,1,1,0,0.92394,244.38,-1
5,9,1,5,16,211,2,1,1,0,0.8029,182.35,-1
5,9,1,6,1,221,2,2,1,0,0.73275,131.41,-1
5,9,1,6,2,210,2,1,0,0,0.41173,28.981,-1
5,9,1,6,3,211,2,1,1,0,0.77271,142.69,-1
5,9,1,6,4,120,1,2,0,0,0.44155,56.765,-1
5,9,1,6,5,210,2,1,0,0,0.74285,35.805,-1
5,9,1,6,6,220,2,2,0,0,0.46192,21.508,-1
5,9,1,6,7,111,1,1,1,0,0.60253,167.18,-1
5,9,1,6,8,120,1,2,0,0,0.54203,15.465,-1
5,9,1,6,9,221,2,2,1,0,0.6928,153.21,-1
5,9,1,6,10,110,1,1,0,0,0.47164,6.7303,-1
5,9,1,6,11,121,1,2,1,0,0.59229,184.13,-1
5,9,1,6,12,110,1,1,0,0,0.43162,50.933,-1
5,9,1,6,13,111,1,1,1,0,0.73272,170.28,-1
5,9,1,6,14,220,2,2,0,0,0.73267,33.21,-1
5,9,1,6,15,211,2,1,1,0,0.63256,244.39,-1
5,9,1,6,16,121,1,2,1,0,0.59231,192.29,-1
5,9,2,1,1,120,1,2,0,0,0.69307,42.322,0.075203
5,9,2,1,2,221,2,2,1,0,0.99421,153.45,0.40201
5,9,2,1,3,211,2,1,1,0,0.79332,162.85,0.13091
5,9,2,1,4,111,1,1,1,0,0.56266,130.63,0.00045425
5,9,2,1,5,121,1,2,1,0,0.64491,160.15,0.11305
5,9,2,1,6,211,2,1,1,0,0.75826,130.91,0.24663
5,9,2,1,7,111,1,1,1,0,0.6936,180.76,0.066285
5,9,2,1,8,121,1,2,1,0,0.53868,180.91,0.050469
5,9,2,1,9,110,1,1,0,0,0.39427,40.012,0.021146
5,9,2,1,10,110,1,1,0,0,0.42435,16.515,0.010234
5,9,2,1,11,210,2,1,0,0,0.6364,36.416,0.20297
5,9,2,1,12,221,2,2,1,0,0.48251,182.39,0.0095732
5,9,2,1,13,220,2,2,0,0,0.40203,25.569,0.020397
5,9,2,1,14,210,2,1,0,0,0.52203,25.985,0.15049
5,9,2,1,15,220,2,2,0,0,0.44209,99.945,0.039867
5,9,2,1,16,120,1,2,0,0,0.35145,2.3289,0.010139
5,9,2,2,1,211,2,1,1,0,0.63274,150.67,0.04958
5,9,2,2,2,111,1,1,1,0,0.65273,125.35,0.090894
5,9,2,2,3,121,1,2,1,0,0.58244,195.78,0.16073
5,9,2,2,4,111,1,1,1,0,0.46199,165.82,0.080205
5,9,2,2,5,121,1,2,1,0,0.40179,143.75,5.9116e-05
5,9,2,2,6,120,1,2,0,0,0.31163,49.634,0.089972
5,9,2,2,7,221,2,2,1,0,0.67299,143.59,0.090943
5,9,2,2,8,110,1,1,0,0,0.36166,53.356,0.019758
5,9,2,2,9,211,2,1,1,0,0.66302,251.63,0.18082
5,9,2,2,10,210,2,1,0,0,0.49248,92.996,0.080692
5,9,2,2,11,120,1,2,0,0,0.33164,3.1693,0.0098372
5,9,2,2,12,221,2,2,1,0,0.46221,241.39,0.049589
5,9,2,2,13,220,2,2,0,0,0.38176,29.387,0.010065
5,9,2,2,14,220,2,2,0,0,0.32169,73.937,0.019686
5,9,2,2,15,110,1,1,0,0,0.38187,14.658,0.030356
5,9,2,2,16,210,2,1,0,0,0.40744,42.576,0.26484
5,9,2,3,1,120,1,2,0,0,0.3439,4.3899,0.15273
5,9,2,3,2,220,2,2,0,0,0.34476,32.816,0.089658
5,9,2,3,3,110,1,1,0,0,0.36616,61.809,0.10036
5,9,2,3,4,210,2,1,0,0,0.35739,39.221,0.010171
5,9,2,3,5,111,1,1,1,0,0.49815,209.57,0.046825
5,9,2,3,6,211,2,1,1,0,0.57652,282.46,0.14893
5,9,2,3,7,221,2,2,1,0,0.51126,113.11,0.091951
5,9,2,3,8,210,2,1,0,0,0.47212,27.416,0.16085
5,9,2,3,9,121,1,2,1,0,0.56267,282.05,0.10057
5,9,2,3,10,121,1,2,1,0,0.44228,239.17,0.039814
5,9,2,3,11,120,1,2,0,0,0.31148,51.523,0.09013
5,9,2,3,12,211,2,1,1,0,0.66301,139.37,0.19014
5,9,2,3,13,110,1,1,0,0,0.39156,18.025,0.080299
5,9,2,3,14,220,2,2,0,0,0.39171,64.838,0.090506
5,9,2,3,15,221,2,2,1,0,0.77314,326.56,0.3114
5,9,2,3,16,111,1,1,1,0,0.60256,261.8,0.070448
5,9,2,4,1,110,1,1,0,0,0.4923,82.211,0.029288
5,9,2,4,2,120,1,2,0,0,0.29153,48.904,0.059933
5,9,2,4,3,211,2,1,1,0,0.48239,213.13,0.010756
